"","cell1","cell2","cell3","cell4","cell5","cell6","cell7","cell8","cell9","cell10","cell11","cell12","cell13","cell14","cell15","cell16","cell17","cell18","cell19","cell20","cell21","cell22","cell23","cell24","cell25","cell26","cell27","cell28","cell29","cell30","cell31","cell32","cell33","cell34","cell35","cell36","cell37","cell38","cell39","cell40","cell41","cell42","cell43","cell44","cell45","cell46","cell47","cell48","cell49","cell50","cell51","cell52","cell53","cell54","cell55","cell56","cell57","cell58","cell59","cell60","cell61","cell62","cell63","cell64","cell65","cell66","cell67","cell68","cell69","cell70","cell71","cell72","cell73","cell74","cell75","cell76","cell77","cell78","cell79","cell80","cell81","cell82","cell83","cell84","cell85","cell86","cell87","cell88","cell89","cell90","cell91","cell92","cell93","cell94","cell95","cell96","cell97","cell98","cell99","cell100"
"gene962",267.351833903634,0,0,0,0,196.30931089881,0,0,0,0,0,0,0,0,0,0,0,9.83512723622828,70.8594914830446,6.63955349755069,0,0,25.326801582069,9.20310609565327,12.4644012324945,512.419933704664,0,0,0,0,0,0,0,174.404162229871,85.2895409580488,38.0984636591966,0,0,0,28.06165095685,0,0,0,0,0,0,0,75.7663375621482,36.9267766180826,0,20.6065301034639,0,0,0,0,153.216604161479,0,0,0,0,0,21.8543370426879,66.5896256121424,0,0,0,0,460.995534149983,0,0,0,0,0,42.6403518590264,16.2621989383118,64.4757711218753,0,100.560813378738,0,63.1961127638888,0,0,0,7.83102805230547,0,0,17.0282684725525,0,0,0,0,0,0,0,0,0,12.3699448258471,0,0,0
"gene963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene964",0,594.546598926532,301.898444454581,0,203.011109736787,941.991671082963,244.657284623772,0,0,2077.57202584841,17251.9579289267,0,0,239.704881831598,0,189.238763177263,387.215179888148,889.489961609632,1535.50626162864,0,0,1629.79941192496,0,174.021524166192,9129.14921514377,0,0,0,0,0,3227.34855113288,0,421.511435294627,0,383.153141569828,17215.7225182262,2468.39893867137,486.524962418647,966.415718255589,3215.5779975083,0,1495.35406729586,161.605862632042,1119.59700939794,0,0,0,0,2696.75263859764,0,0,943.045950953773,1369.88440844275,0,1068.86352149178,147.531376058876,0,521.982024861393,0,0,367.896506947483,105.643553009675,5344.34989595065,0,1207.78679221229,2852.75993664069,2814.79471404381,0,2730.95104954642,0,0,194.090560268356,0,539.294579292148,0,2774.01312898194,0,111.956548520586,0,468.202447770103,755.685720090138,38.12972128384,311.634820878276,0,427.674909846466,1647.1691491163,0,494.262561802674,0,0,524.750688338805,1420.33749425485,506.996126222314,169.776773710944,1677.7101209942,14400.1439568953,0,0,9530.2573480604,176.942171413912
"gene965",0,0,3.02874248024321,6.09959583049084,0,10.5232236466983,2.89027587346221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04954166644572,0,0,0,0,0,0,0,0,0,0,1.77072147055289,0,0,0,0,0,0,0,0,0,0,0,7.17868055151455,0,0,0,0,0,0,0,0,0,0,0,2.54594672007301,0,1.05949896092507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04136130196232,0,0,0,0,0,0,0
"gene966",0,11.4563164481088,0,0,22.5164997229055,0,0,0,0,0,0,0,0,50.34963261192,0,0,0,0,0,59.2715801799114,0,0,48.4653483924863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71533396789181,0,0,31.2628409817299,0,0,0,0,0,7.40151949500035,0,0,19.3628162897669,0,2.07780251315303,0,15.0636991803227,0,0,0,0,0,0,0,0,0,0,0,11.1796954994022,0,0,0,0,1.44911464738043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.1731500450755,0,0
"gene967",0,0,155.922957127028,0,0,0,0,692.103905700544,0,158.844340348636,0,0,712.349372499201,196.882756454738,5363.61434293068,0,462.247257435261,590.702385109984,0,0,0,0,3632.24515556756,500.625031662202,0,996.408436408408,0,0,0,0,0,242.235678975143,9022.2165304199,71.1334446958829,0,34.9039389874261,0,0,72.3632714419593,3253.68271499938,148.793021129575,0,0,0,0,2577.10621955226,411.552210269145,1077.39667678962,0,5.28054451434108,4390.95237141427,0,80.2600621339134,96.4541762518733,2048.88909696933,0,0,9657.71479899118,34.753468760241,1122.4811518768,0,0,0,399.20699865417,0,0,249.66367288521,0,0,0,706.178400134601,1586.82852895924,0,6484.96975602404,0,0,103.960472659805,137.388034872153,296.118527425468,339.064805263336,0,588.330200823661,152.868245749636,398.843824563213,0,128.405627901842,429.448785919885,0,0,0,1493.05016305258,0,0,61.4325563781332,0,0,62.8381074211583,1412.92915932021,283.186340014284,0
"gene968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116723599816998,0,0.153815807324541,0,0,0,0,0,0,0.814202489479026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712296227491576,0,0,0,0,0,0,0,0,0,0,0,0
"gene969",58.4230678084736,0,0,0,3.67520158814342,0,0,144.385789982561,188.841508596144,0,0,0,0,0,24.3646030259701,0,0,0,299.389601519301,0,413.287809099287,0,288.824736542558,0,0,0,47.4757531050939,0,0,63.5386751832957,0,1531.42226685282,0,0,0,0,197.066275165922,0,298.094524291279,292.726944615768,158.337107460244,173.7819191987,0,0,0,0,109.502717909458,21.2142100691681,0,138.079744021248,154.951007819012,0,0,0,191.732252058592,70.9430050768638,35.686170450098,108.296649216226,0,0,0,0,1344.84622770122,0,362.424381244858,82.0357537344395,0,0,0,454.262719812,0,95.8097704501922,0,31.5470710664403,0,0,0,0,0,18.3843495131086,0,86.0495518900835,482.523146535151,0,71.5317841406872,1626.41132816258,0,220.59417250209,107.511161921331,192.739026638856,0,0,0,0,0,0,0,0,0,0
"gene970",0,0,42.1905119660651,0,0,80.1004802490902,0,0,4.59027537478058,0,0,0,0,0,0,0,0,0,0,0,191.838673241664,0,0,2.18662067946763,0,0,0,0,0,27.7925010521278,0,6.07120353795724,0,144.922984586692,0,273.220026489807,0,0,15.9213315951637,1.02684638402245,4.82862351946903,0,0,11.2765097957833,17.5535087120872,0,0,0,91.3934370449587,0,0,117.287249702872,0,0,0,88.7380990178569,0,0,0,0,0,86.0704736630206,0,0,0,0,0,0,0,0,0,0,0,279.903719204429,0,0,143.45367709816,0,0,0,266.230810983268,0,0,0,46.2139657748666,0,13.1099024278523,0,0,0,0,9.19398982540806,0,0,0,0,0,0,0,0
"gene971",0,400.090345538594,0,0,0,0,14.6709277802921,0,138.430712382275,0,0,0,0,0,0,0,0,0,0,2.34144086094846,0,0,2.6374865067807,2766.3835001419,0,0,533.805427577376,41.2914266108097,74.8674552590579,0,350.448819424652,0,174.866495825211,0,490.536882595126,0,0,49.0133723125696,71.1261065786367,0,0,12.0619291480518,562.739075698877,0,57.5266045153408,0,0,0,0,218.903897000828,0,0,0,0,0,0.501535062813861,0,490.525402024528,0,0,16.6335873455069,6.09163077380892,0,0,0,0,0,0,14271.0924836681,0,0,0,4.40229714218254,0,2.72320134999087,76.2042830305285,0,429.401238340309,0,0,2129.06956708595,0,92.0942102516158,291.040275971624,0,0,0,0,0,521.65420452721,0,0,0,0,0,0,1924.75867571865,38.2854044283075,0,11.4025990709652
"gene972",303.664640389005,0,0,0,0,0,136.849592100019,882.799184598715,0,0,601.297597824675,0,0,0,1217.48674856988,0,43.622008570437,0,0,33.6273587797219,0,0,120.739502844198,330.2750153546,219.523033343217,1062.76884816164,0,0,0,262.356190426593,0,0,290.076746781074,0,230.43482246722,734.415289095708,0,0,0,384.864963038638,0,0,3455.06378739188,0,0,121.164226107385,0,44.2876108926501,0,0,119.858293712812,4.37453460012704,0,147.56087535919,0,41.2270996300216,0,0,0,0,0,344.452794585979,103.059011492863,24.0701826702018,0,596.511037664733,20.0982458257559,0,400.219813039853,51.2974999189671,573.860243296005,0,0,0,53.2133652795831,21.4929441852564,1869.32926737588,0,24.6311763008533,45.6606576213289,1132.80233609706,0,0,0,158.288218144212,0,0,0,0,0,0,0,233.842570690563,0,0,1280.88008215051,0,0,0,0
"gene973",0,0,0,0,0,54.4338644657081,72.1001979112466,0,0,0,0,0,0,0,18.2135876392639,0,0,0,0,3.48433281890249,0,0,1.15161150398401,0,4.80354817306146,0,74.1709203114763,0,0,0,0,0,0,80.6473362969721,0,0,0,0,0,13.3910620309627,0,0,0,0,0,0,0,0,0,0,0,0,50.2357645500018,0,0,0,0,0,47.4906993388319,0,263.827110167165,0,117.747210452519,10.0898281505033,0,1373.39972574561,0,0,0,0,0,15.7446252853111,0,0,0,0,0,0,0,2.57273773221123,0,0,0,0,0,8.72566499433171,0,0,28.6371745179964,0,0,174.186877464357,169.971678587109,0,0,0,20.6764252432525,0,339.140230939791,0
"gene974",0,0,0,0,0,0,19.193660167368,0,0,0,0,0,0,0,13.3496077813567,0,5.54501997410311,0,0,0,0,0,46.7350299408762,0,15.506764390563,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6479376481173,0,0,1.4673433795276,10.2543186123217,0,0,0,23.1326207484872,0,19.4956782527618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00272545612322,0,39.0688910555652,103.647625015918,0,0,0,3.81604678536279,0,0,0,0,0,0,1.54547097237125,0,0,0,0,0,0,6.82194319295859,0,0,0,4.04063273184777,0,0,153.471405241752,0,0,0,0,0,0,0
"gene975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene976",18.2431256174477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6571485685572,0,0,0,3.82827255298877,0,0,0,0,0,0,14.9215033527176,0,3.46560402864578,0,0,0,0,0,0,0,0,0,0,0,3.38076663576311,0,0,0,0,0,0,0,0,5.60738004102433,0,0,3.9721616516385,168.381154278109,0,0,0,0,0,0,0,0,0,88.4902055041333,0,0,0,0,0,0,0,0,0,0,41.3875849614084,0,0,0,0,0,0,0,0,0,0,14.5861124189434,10.7817955933422,38.941604046678,0,60.5417533973058,0,0,0
"gene977",2.36255764299329,0,0,0,0,411.716323357435,0,0,0,331.294585421987,12.2812040530599,0,0,172.670997818255,0,468.924597669715,0,174.595341942055,393.211571048487,0,0,0,5.55283426839957,0,14.3575375004686,0,0,0,0,0,0,357.335199028449,0,0,0,0,0,0,0,51.7121070929726,643.253212462448,19.0116367089987,0,0,0,0,0,0,0,0,0,12.0046120572535,0,0,164.76707292634,0,0,14.9888943937514,0,0,0,14.5536361442868,0,28.1136058373712,0,0,0,137.105005615985,0,0,0,19.9370519283269,0,0,0,317.58709300764,0,0,0,0,9109.57135847461,0,37.4462361366497,496.079818227546,0,0,0,106.840863039825,574.368557424387,102.658019971853,0,1072.45355946143,0,0,2500.77466160472,0,102.412033151272,77.8410058221028,0,0
"gene978",0,0,5.49056432989813,1038.0891855094,0,0,760.565983918424,0,0,0,0,0,0,101.209664112524,0,527.958194750956,0,195.034959470973,39.385773092465,659.682848120595,67.8166260288338,1603.8977588966,503.753930530351,919.798681362565,1386.32581668651,0,0,1438.96901235733,0,420.621265704744,0,190.755707968952,0,0,0,0,0,324.164375047272,0,1449.72316833188,0,0,793.519008617925,0,27.2556315019512,4980.29423442657,0,911.031562015365,0,80.2408744423615,706.931694449462,0,47.0816520687432,0,643.71717399311,1548.96721485509,285.09959354197,0,1634.36195668473,0,0,0,5.61224106748334,8478.82041385624,448.842889305311,0,0,19.9485485176082,0,29.2313897323302,127.140630056859,0,12.8444380396111,0,203.268922529659,0,0,211.639122207069,0,0,0,0,40.0487842727915,866.418616772095,38.1971422062577,0,0,629.865578611349,0,0,4733.72804058036,0,23.1560192846876,1071.12435230842,98.5024690024468,0,0,0,0,518.836776471303
"gene979",1118.30152410474,508.747826156335,0,0,0,0,1597.03740035454,0,249.188096302641,602.739688923096,0,0,0,0,2914.20058031726,0,2918.31155006162,105.301127550309,0,306.951951595942,209.561673966417,1697.38693567884,415.131380716136,0,713.510035204769,757.286056670277,73.6748136328184,1056.12657757336,183.470498439659,1989.00129091607,0,873.241941304475,1066.91416384453,0,0,488.650494614038,143.350095296566,370.028949027222,207.838718101259,0,0,0,0,1054.39187656923,1290.61037182353,702.151131621132,0,0,0,0,0,224.628189127486,0,378.796683512035,568.86749086155,0,0,1596.03424603636,0,0,420.614106901966,0,836.244862760391,1142.51573469427,308.066456506317,0,0,0,0,0,162.08412992284,857.405565269166,0,0,0,1126.46828861745,485.204179754728,0,277.761453386926,360.811122103168,189.279432976459,0,0,0,224.456356866055,0,1115.31983721238,327.477908118981,511.297535783328,216.545385330814,846.395093461689,1314.69277707297,0,0,0,554.703293971675,119.009415319415,429.94577946197,380.666236707213,510.653446690627
"gene980",0,983.467615253978,0,0,0,0,282.203088520052,0,0,388.062894973245,0,0,0,1.96732887430243,0,87.9381947621221,4.99741942046051,0,135.581064165652,0,0,0,79.2102997360617,0,0,0,64.3807654187337,0,0,18.8751335229124,0,0,64.1326615605296,0,0,0,107.253554628942,0,0,0,41.263002242156,0,0,0,0,456.297156312945,0,0,180.934325492216,0,105.035041452317,0,32.4624044821056,0,0,0,0,0,13.0305460881689,490.18438114217,0,95.7552048921127,0,7.13948174434814,0,0,10.9141625500008,362.228977010484,47.0586349873687,0,0,0,0,0,0,0,0,50.3323244851148,99.4011063111889,0,74.7696492021075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.754591655045
"gene981",0,154.590920686018,0,0,472.653568738939,0,0,0,4.6640830550953,0,0,0,0,87.3870089332226,0,0,0,0,0,0,0,160.221639436763,0,0,235.037266131979,6.2864976879491,356.390771867327,0,0,1055.70489726541,42.7975461542343,3.85200435362094,18.4246481910721,0,0,0,0,0,0,311.319110628178,0,0,0,0,0,0,0,132.81431198397,0,0,0.66626322730944,0,0,148.065824075626,0,0,0,1941.62331041751,0,0,23.8238036688044,447.181340942684,0,0,228.898357614715,0,1603.79641635691,0,0,0,0,0,24.5164022577471,0,23.368578963935,19.1481547328859,0,66.1774912968069,3.15384073830464,56.1531984413957,0,225.458001976211,0,27.3053149546821,0,0,0,16.7643820651903,340.965221089203,0,0,15.4669596524841,0,0,0,0,0,8.66226212913893,1268.46604928213,0
"gene982",0,0,339.251483679041,0,31.4879181483464,61.2101061714523,0,0,0,0,0,119.414368258324,60.8697677436161,0,174.917134052597,0,0,68.4678902533706,0,6.70957492300395,0,0,211.811993056881,0,0,0,0,0,0,172.819774582567,0,311.740656701936,12.9176899201946,0,4353.83168514061,0,27.9069934386915,0,0,0,0,184.28039807791,0,0,0,250.759250677958,0,0,285.220485356817,0,0,21.2049071079075,0,0,27.3325885227592,0,0,0,0,0,0,0,0,0,0,0,0,482.485926972595,0,0,0,0,0,0,35.4177828731319,0,0,0,18.7304684026432,0,0,57.4752688145997,11.3610553794857,134.719873273383,0,0,2201.78974252073,0,0,0,0,0,0,0,0,242.52331331782,129.343920671514,0,0,0
"gene983",0,0,0,0,0,0,37.849988978875,0,0,8.35834085534273,0,0,361.868969606213,0,235.715746968001,0,68.0859129449396,0,0,20.5653558090949,0,0,7.43553434897528,0,0,0,0,0,2.37571600820858,0,0,0,0.535241275067285,0,0,0,10.3057770875867,8.44561424416916,1.82643460525374,29.2307407671234,0,0,0,0,0,0,0,0,0,0,0,0,44.2788949369317,221.404407196782,0,0,0,0,96.1709493187257,0,0,0,0,0,10.5307706156931,0,0,0,11.7603782213469,0,42.6180538102903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.9947314699338,0,508.725614821673,0,2.568648188548,0,0,0,0
"gene984",420.188666292288,7231.75310573496,120.65703979826,378.103042359712,94.2479540142513,0,0,123.838742901679,0,0,0,99.2712466099019,0,0,517.686949810622,30.1447577493249,0,724.251145580701,0,77.9725226141257,0,0,0,53.3578440078525,0,0,0,0,0,1182.76564815057,27.4912597130721,0,0,664.658761880911,130.901604834173,0,5.48936410359647,36.427260049743,0,666.968948503542,0,0,0,0,573.602951809543,20.6960397335311,34.1745701927906,0,0,49.5991890485192,0,0,310.685442473088,0,71.4708755336833,30.27233067712,0,0,0,58.9471340403071,0,0,0,0,0,0,0,0,0,1292.5709561364,0,0,0,0,104.013038390658,412.703323679727,0,0,0,454.458650109554,0,0,467.691952099808,0,0,37.0601757934022,26.3310687897875,0,0,0,0,0,0,107.80561864565,91.3003387898327,0,92.5810626997661,0,670.680146404055,0
"gene985",0,260.440151788907,849.748513254775,0,0,0,0,101.958894434511,0,0,0,4.75792670727807,0,0,0,0,0,0,328.574491231963,0,0,0,0,195.696671754324,252.245548137103,0,49.0090381800192,0,1065.51538288983,69.3397745951425,0,83.5317228362945,17.8658415633488,0,0,0,0,1078.76674923407,0,0,0,187.699851602092,0,0,0,350.380374801583,0,0,0,0,0,31.40846222847,0,0,0,455.575601835236,0,1437.4398439214,0,75.8628152181517,0,368.031698415369,0,0,0,98.4492366708084,0,0,39.4162860702687,0,35.480719080097,27.0388034689612,0,7.90536707599083,0,194.945920582875,474.679099111153,0,0,115.620730423552,0,0,0,66.0456736290929,493.601191899148,0,11.70876718945,0,0,0,86.2732896087592,0,156.10301256009,0,0,255.320443060605,0,0,0,0
"gene986",0,55.0029798736744,0,0,0,0,0,0,0,0,0,0,55.0513453760643,0,0,0,0,58.3595255360876,131.342661617378,0,0,0,0,0,155.234269018645,68.0641351480976,0,0,73.6356878202973,79.7348183879398,124.946797631616,0,0,0,0,0,0,0,0,0,0,102.496792127599,0,61.6223203398554,0,151.458664888615,0,0,146.921885525575,0,0,0,82.0156383262623,0,0,157.376207397089,64.8629186166136,78.6928112244532,0,45.1998591243948,71.0699013044106,0,0,0,17.2090956361295,0,0,0,48.4540901458093,0,150.162214043757,0,0,43.227192378464,115.580394058501,448.649252923244,0,0,0,0,0,34.170458776922,0,0,0,0,0,58.8934638566542,119.812837566425,0,0,87.5684768716303,0,0,0,0,0,0,107.113205245117,0
"gene987",0,0,0,0,0,0,0,0,750.915125475485,0,0,0,0,8.37199918531422,0,0,0,374.63413218254,0,10.500309938078,0,177.529361039227,0,0,0,0,56.9081939913883,0,0,0,0,0,0,0,12.0139962635425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6144874531546,0,0,0,0,7.61123656205115,0,0,0,0,1.65667737829535,0,0,0,0,0,0,0,0,0,0.303374989506856,0,0,154.332908412153,0,0,45.6381193990357,0,0,137.396706738337,0,0,0,0,0,0,0,0,1.77779447330593,0,0,0,0,0,0,0,0,26.2575726273699,0,0,0
"gene988",0,147.408617729252,0,0,0,97.2914292229209,20.9395021248193,0,0,0,0,34.7865983557734,0,81.5805631249761,0,0,0,191.642336077416,0,0,0,0,0,0,0,106.773790680716,0,122.231375410892,0,0,0,0,34.5386176489106,0,268.34891649372,0,0,23.245554178793,0,0,0,0,0,0,0,0,0,0,27.871237540128,5.50678428793724,0,17.2727123863683,0,0,0,60.7110457046523,0,0,0,0,52.2072536837579,0,0,0,0,101.645001849926,0,161.477005956104,0,0,0,0,77.4444720091813,0,0,0,0,89.5143731965626,0,29.9290802889237,0,0,31.5894233072162,83.054134085715,0,32.6403827719807,0,11.0053810111355,0,0,0,25.2031756347975,0,0,0,0,119.843762920342,0,0,51.2507523235554
"gene989",283.100830944887,0,0,0,0,0,0,68.6093824833356,186.161986552124,0,0,119.614422949309,0,0,225.572051530298,0,139.934338214763,0,69.336340787836,80.8359868184256,330.556328865754,0,0,0,247.31136813315,0,0,0,0,0,0,8.27375414536922,0,22.9167662770025,112.397707166202,0,1118.48435827405,282.407459545232,9.26293523248775,42.0334111068017,0,0,0,13.5853282255564,0,0,0,513.232063495551,0,0,0,0,0,8711.73465497174,0,67.9818558274837,0,15.1944493159527,74.1882979260341,48.8927098535966,0,4433.2753572063,0,0,158.324593735942,93.5176985011523,0,0,8.97247412537957,47.3448309031617,0,0,79.2789740510495,0,0,65.0929294605297,298.373466208027,0,0,0,0,237.672823610203,0,222.548480050015,0,0,0,60.8136331835985,294.052756718443,0,0,0,0,218.563850378682,0,0,273.43518617256,0,0,0
"gene990",1349.40432422368,103.331614111217,0,0,75.7105546081941,0,0,276.576856002553,2074.88948057359,7.46536321710388,342.490811768322,19.3902571636424,1256.48576625186,0,807.457034561248,0,13.5004325393068,0,0,0,53.1942918791758,449.302145022438,0,0,179.097111503715,340.345541216591,235.300016668923,0,0,0,0,0,2398.526815843,0,0,0,26.608727773393,0,0,0,0,0,71.6649648897306,0,0,232.131672528729,834.340005712342,0,443.90031581687,0,0,0,0,568.608608034627,0,0,0,636.222944789363,797.601419991094,0,154.475605232327,0,27.3736005829335,0,0,0,0,0,421.786866729051,0,6.24736807927697,0,0,49.5576607948571,0,0,0,0,0,316.628865478422,0,0,0,0,0,0,97.0745084801163,30.0607128628287,176.940276524252,0,0,28.6369009795308,0,60.1451085494878,0,0,0,0,0,0
"gene991",0,0,0,0,0,0,0,0,0,0,0,10.1601272193583,0,0,0,0,0,0,0,0,0,78.6465805276931,0,0,16.3790857685278,0,0,0,0,0,0,23.6655369385841,0,31.15757116543,2.51290118819701,0,25.56888144395,0,0,44.8650823419988,0,0,0,0,0,18.5530230275271,0,0,0,0,0,0,1.69515363087842,0,0,21.6315218464457,0,0,0,5.69639306175091,356.872512386091,0,0,0,0,0,5.27443988344663,11.346079986058,0,0,10.4650787779314,0,0,0,28.5261487493305,0,0,0,0,0,0,17.4526190489171,0,0,0,0,0,0,203.068911543843,10.2229235914863,0,0,0,9.62159563598904,0,0,0,0,0,0
"gene992",0,0,0,0,0,19.4559878539467,48.3749275987497,18.5487579182254,0,0,0,0,0,0,0,14.0072507292997,2.28646702707336,0,0,27.6225636279511,0,0,0,0,7.41499522749908,0,0,0,0,0,0,0,0,0,0,6.73604146954284,0,0,0,0,65.1648007596748,0,0,0,10.3797619530439,1.02110679618016,0,0,0,0,0,0,0,0,0,0,0,188.249357825757,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5222370327813,0,6.05855366519522,0,0,0,0,0,0,3.37474141035888,0,38.4226659130707,9.70552754526237,0,0,0,0,0,0,93.1013694411226,3.51948478990725,0,0,0,0,107.10801112722,0,0,0
"gene993",0,0,0,0,163.474044382324,273.091978569852,0,100.545177101233,0,0,0,0,43.5044667732248,0,0,163.607469700454,0,0,337.37075672102,0,77.2936869626591,162.037762699951,0,453.400549995706,0,0,66.7225306156124,0,227.298392751532,0,0,0,101.610028585682,0,0,57.0519182415738,0,0,0,0,0,0,0,0,0,252.159908087278,0,0,0,149.635899412253,0,0,76.9264791364398,0,0,0,36.4303506660827,107.379145833753,65.4408987409074,441.089272289063,0,0,0,0,0,106.688380439353,0,0,0,0,0,0,0,0,6.53266073765306,80.4903325428636,0,0,131.704661211048,0,510.143646964757,116.013661303967,0,56.7899763677697,0,121.776211837884,0,58.4250943295929,0,93.9063241712548,0,0,0,0,67.7097438645938,0,93.5452470206803,287.632417941131,163.321428797982,0
"gene994",294.707303575355,0,0,0,315.466479179115,0,0,0,2219.69055350621,170.767550829362,0,0,42.5006132442925,0,0,0,24.1249774621796,0,0,409.350601159768,177.704232238846,0,0,347.400755086283,0,157.065825956337,0,0,1198.38883063396,24.5347590838629,0,0,0,52.5412535508038,741.887459649881,139.343237480828,0,59.6211054081943,0,0,0,0,0,0,105.7669683512,23.0581001471088,0,0,268.695977124723,633.582256015216,930.071208610273,101.133443484433,0,180.750513240409,865.72264670198,0,106.771808648439,0,0,665.475106461391,0,1534.48033200941,0,0,794.113174179086,11810.6989227621,0,82.413292664418,105.160126990771,69.9559825091701,238.395117333941,215.925313556524,0,0,0,0,0,0,100.870287933859,0,0,702.416453090415,347.714039061335,0,0,0,0,0,187.440221864693,95.1082049966047,0,0,0,0,0,629.810318091938,0,0,182.012411039545,123.045129645665
"gene995",0,0,40.2183572049238,0,304.388888962629,347.632208217392,0,0,0,0,0,0,0,0,0,0,0,2.78114023139989,274.744963394574,0,0,0,0,0,0,92.569758263834,0,0,0,47.6556175408669,0,0,0,0,0,0,0,45.0713229071637,0,0,0,0,0,30.9539392929936,35.0210599949371,0,0,29.2372279456158,276.33779494373,0,89.8135857654324,0,81.3879920803463,0,44.6322443386377,0,0,26.6198619763283,0,111.450675317744,0,452.000893835307,20.4427471313218,0,227.014536258638,47.9774534666183,123.448863945631,11.56692207192,0,0,0,11.5414449038182,0,0,0,0,0,0,0,0,0,0,0,60.5480980504067,0,0,62.2807530118414,0,0,346.122413193795,41.7977968089106,0,0,10.0226019387831,0,0,0,8.77328821582293,0,0
"gene996",0,0,0,0,0,0,0,583.407582731874,0,0,0,178.041549054711,0,0,0,0,0,0,26.0918180312312,0,0,0,191.462259203811,0,0,0,0,0,0,0,0,0,445.042999345165,0,0,0,48.1870891621621,0,0,0,115.940500915366,0,1.6341478950597,0,115.6116784942,0,0,0,0,0,170.788903997299,0,0,0,0,99.8455400983796,0,329.861501372879,0,0,6.99559448609063,0,0,0,0,0,218.443785494597,0,203.01819195529,0,290.981463812917,0,0,80.0155202950927,0,0,0,32.2229273038028,7.07164014414026,0,0,0,0,0,34.8156281520706,0,8.01352283957815,0,0,0,0,49.9156871005748,0,0,109.462509286245,0,57.5575423819686,0,0,0
